respondent_id,agency_name,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,action_taken_name,action_taken,applicant_ethnicity_name,applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_sex_name,applicant_sex,applicant_income_000s,hud_median_family_income_000s,tract_to_msamd_income,approval_status_name,income_class_name,,Action,Name,Reference
804963,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,146,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,88,60.3,111.639999,,,,,,
451965,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,202,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,119,66.2,83.2099991,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,257,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,61,74.7,81.5999985,,,,,,
451965,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,260,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,62,63.2,102.459999,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,248,Loan purchased by the institution,6,Hispanic or Latino,1,White,5,Female,2,75,64.3,126.739998,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,424,Loan purchased by the institution,6,Not Hispanic or Latino,2,Black or African American,3,Male,1,384,66.2,140.479996,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Not owner-occupied as a principal dwelling,2,10,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,70,54.7,66.7699966,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,290,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,100,65.3,136.399994,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,197,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,114,87.2,135.339996,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,152,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,135,57.6,111.760002,,,,,,
804963,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,1496,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,809,67.7,121.389999,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Not owner-occupied as a principal dwelling,2,20,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Male,1,52,59.1,48.8800011,,,,,,
480228,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,730,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,348,83.9,200.330002,,,,,,
451965,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,317,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,98,89.8,103.489998,,,,,,
451965,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,249,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,50,55.1,108.379997,,,,,,
619877,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,300,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,153,73,135.020004,,,,,,
504713,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,56,Application denied by financial institution,3,Hispanic or Latino,1,White,5,Male,1,63,77.5,123.650002,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,114,Loan purchased by the institution,6,Not Hispanic or Latino,2,Asian,2,Male,1,355,63.2,92.2099991,,,,,,
233031,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,73,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,81,54.8,40.2799988,,,,,,
233031,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,201,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,61,51.8,113.75,,,,,,
146672,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,164,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,56,54.2,90.4199982,,,,,,
2590037,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,86,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,108,82.2,108.160004,,,,,,
12311,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,6,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,38,55.8,77.7600021,,,,,,
2618780,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,162,Loan purchased by the institution,6,Hispanic or Latino,1,White,5,Male,1,77,64.3,149.270004,,,,,,
606046,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,138,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,110,59.1,106.660004,,,,,,
60143,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,374,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,142,67,167.759995,,,,,,
54-0259290,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Not owner-occupied as a principal dwelling,2,165,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,54,80.2,113.290001,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,424,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,208,46.5,112.610001,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,140,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,44,90.2,118.32,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,222,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,88,52,108.559998,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,278,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Female,2,234,80.2,146.690002,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,158,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Female,2,129,67.9,121.760002,,,,,,
619877,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,103,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,,54.5,81.5699997,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,180,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,54,73.7,92.8700027,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,196,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,83,54.2,98.4100037,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,469,Loan purchased by the institution,6,Hispanic or Latino,1,White,5,Male,1,145,88,91.4599991,,,,,,
112837,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,208,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,45,91.6,87.9800034,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,162,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Female,2,56,69.5,104.989998,,,,,,
617677,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,110,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,38,62,112.220001,,,,,,
917742,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,878,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,511,77.5,113.989998,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,179,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,84,40.3,112.18,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Not owner-occupied as a principal dwelling,2,62,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Male,1,164,63.3,54.1599998,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,322,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,149,81.4,174.75,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,246,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,158,83.9,84.6999969,,,,,,
504713,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,324,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,91,77.5,55.3400002,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,90,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,117,75.2,128.559998,,,,,,
617677,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,196,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Male,1,32,107.6,56.5999985,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Not owner-occupied as a principal dwelling,2,55,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Female,2,74,61.4,168.059998,,,,,,
476810,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,417,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,148,73.7,64.5500031,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,243,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Female,2,80,64.3,73.5999985,,,,,,
146672,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,348,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Male,1,180,72.5,233.389999,,,,,,
504713,Consumer Financial Protection Bureau,Conventional,1,Manufactured housing,2,Refinancing,3,Owner-occupied as a principal dwelling,1,115,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,42,74.7,114.940002,,,,,,
476810,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,26,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,,64.3,125.559998,,,,,,
817824,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,100,Application denied by financial institution,3,Not Hispanic or Latino,2,Asian,2,Female,2,68,61.7,140.220001,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,316,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,87,59.8,203.199997,,,,,,
480228,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,288,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,154,91.1,113.860001,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,3000,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,568,73.9,211.440002,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,247,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Male,1,81,80.4,140.139999,,,,,,
2618780,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,204,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,68,74.5,117.32,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,374,Loan purchased by the institution,6,Hispanic or Latino,1,White,5,Male,1,80,107.6,108.75,,,,,,
510871,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,90,Application denied by financial institution,3,Hispanic or Latino,1,White,5,Female,2,27,25.9,159.369995,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,674,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,139,73.7,93.8799973,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,306,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,163,89.8,123.279999,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,357,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,286,68.4,209.820007,,,,,,
2590037,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,165,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,76,61.9,212.550003,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,426,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,188,75.2,174.789993,,,,,,
288853,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Not owner-occupied as a principal dwelling,2,50,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Male,1,58,83.9,91.3600006,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,152,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,66,73.7,87.1299973,,,,,,
817824,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,58,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,31,58.4,93.1699982,,,,,,
817824,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,3,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Female,2,18,73.7,238.839996,,,,,,
817824,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,480,Application denied by financial institution,3,Not Hispanic or Latino,2,Asian,2,Male,1,252,73.7,238.449997,,,,,,
54-0259290,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,333,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Male,1,50,67.5,126.760002,,,,,,
619877,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,146,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,83,65.2,132.429993,,,,,,
817824,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,141,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,42,91.1,81.5299988,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,592,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,249,83.9,167.910004,,,,,,
2712969,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,56,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,148,57.6,81.9400024,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,306,Loan purchased by the institution,6,Not Hispanic or Latino,2,Black or African American,3,Male,1,145,96,98.3899994,,,,,,
451965,Consumer Financial Protection Bureau,VA-guaranteed,3,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,67,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,33,48.7,105.25,,,,,,
675332,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,10,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,52,64.1,91.9400024,,,,,,
804963,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,310,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,93,64.3,140.110001,,,,,,
12311,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,81,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,44,57.6,119.010002,,,,,,
497404,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,15,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,29,91.5,82.7200012,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,518,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,122,74.5,176.080002,,,,,,
233031,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,173,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,21,45.7,105.410004,,,,,,
675332,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,5,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,119,57.9,79.3300018,,,,,,
617677,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,125,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Male,1,51,51.6,63.6100006,,,,,,
480228,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,2000,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,1101,73.7,346.98999,,,,,,
480228,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,127,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,95,61.5,90.8099976,,,,,,
504713,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,95,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,61,74.3,79.1600037,,,,,,
451965,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,424,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,107,66.2,150.429993,,,,,,
795968,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,419,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Female,2,151,86.6,123.739998,,,,,,
497404,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,355,Application denied by financial institution,3,Not Hispanic or Latino,2,Asian,2,Male,1,216,58.4,90.4199982,,,,,,
4186591,Consumer Financial Protection Bureau,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,215,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,70,67.9,96.0199966,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,113,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,59,66.2,70.4400024,,,,,,
480228,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,417,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,276,89.8,189.600006,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,320,Loan purchased by the institution,6,Hispanic or Latino,1,White,5,Male,1,84,63.2,148.589996,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,333,Loan purchased by the institution,6,Not Hispanic or Latino,2,Asian,2,Male,1,375,81.4,43.8800011,,,,,,
451965,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,340,Loan purchased by the institution,6,Hispanic or Latino,1,White,5,Male,1,116,51.8,134.800003,,,,,,
480228,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,496,Loan purchased by the institution,6,Hispanic or Latino,1,White,5,Female,2,14,73.7,53.6199989,,,,,,
379920,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,125,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,69,53.8,97.2900009,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,141,Loan purchased by the institution,6,Not Hispanic or Latino,2,Asian,2,Female,2,562,89.8,91.1600037,,,,,,
480228,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,19,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Male,1,19,63.9,96.6299973,,,,,,
546571,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,197,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,166,91.1,128.210007,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,149,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,137,60.4,138.259995,,,,,,
476810,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,33,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,97,73.7,105.629997,,,,,,
852218,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,59,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,28,66.2,131.449997,,,,,,
4186591,Consumer Financial Protection Bureau,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,225,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,,104.8,121.32,,,,,,
504713,Consumer Financial Protection Bureau,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,184,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,138,77.5,119.269997,,,,,,
451965,Consumer Financial Protection Bureau,VA-guaranteed,3,Manufactured housing,2,Refinancing,3,Owner-occupied as a principal dwelling,1,77,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,63,62.5,111.959999,,,,,,
